class,conversation,synthetic
0,오빠 우리 헤어져 아니 대체 왜 오빠가 무슨 잘못 했어? 나 다른 남자 생겼어 뭐 바람났다고? 내가 너한테 얼마나 잘해줬는데 오빠보다 훨씬 능력있고 돈도 많아 그래서 그게 도대체 누군데? 오빠도 아는사람이야 오빠친구 이재원 당장 그새끼 불러와 니들 내가 가만히 둘줄 알아? 구질구질하게 왜이래 오빠 너랑 그새끼 내가 가만 안둔다 내가 죽든 그새끼가 죽든 내가 죽일거다,no
2,어이 신병. 이병 김범례. 와봐. 네. 네? 뒤질래? . 자. 잘못들었습니다? 카드 있냐? 네 그렇습니다! 줘봐. 좀 쓴다. 아. 알겠습니다. ? 표정 안푸냐? 죄송합니다. 좀 쓴다? 네 알겠습니다,no
4,"오, 이 책이 정말 좋은 것 같아요. 제가 읽을 때마다 이라는 단어가 생각나서요. 맞아, 그 책은 유익한 내용이야. 우리 학교에서 새로운 교육 방식으로 도입하고 싶으면 좋겠어요? 네, 하지만 주변 사람들로부터도 많은 비판을 받고 있어. 어떻게 해야 효과적으로 전파될까 고민되죠? 그럼, 먼저 지역 사회와의 소통을 잘 하면서부터 시작해야 할 것 같아. 그리고 예술과 함께 교육을 결합하면 더 나은 결과를 얻을 수 있을 거라 생각해요. ! 예술은 학생들에게 창의력을 발휘하게 해주는 데 큰 역할을 하고 있으니까. 예전에는 예술 활동이 교육과는 별개의 과목이었지만 는 통합적인 접근법이 필요하다고 봐요. 맞습니다. 이제 앞으로도 계속해서 다양한 방법으로 교육 개혁을 추구해보면 좋겠습니다. 안녕하세요? 오늘 여행 계획이랑은 어떤가요? 내일 부산에 가려고 해요. 친구들과 함께 한 달 동안 여행을 떠날예요. 그럼 언제까지 갈까요? 몇 정도만 가면 돌아올게요. 우리도 같이 가보길 바래요!",keyword with persona
1,이야 이거 뭐야? 응? 애플워치. 친구야 내가 그걸 몰라서 물었겠냐 그럼. 형님이 좀 빌릴까 안 돼 이제 막 산거야. 그러니까 돌려주겠다고. 지난 번 패딩도. 야 그거 빌린 지 2년밖에 안 됐는데 팍팍하게 이럴래? 팍씨 이리내 제바알 이르기만 해봐라.,no
3,이거봐봐 우리반 길동이 지 올린건데 뭐냐 이거 완전 표정 왜저래 지가 이쁜줄 아나봐 생긴건 완전 개같이 생겨가지고 그러니까 말이야 전에 보니까 머리도 잘 안 감는 듯 완전 더러움 우리 길동 방에 초대해서 좀 놀려줄까? 완전 잼있겠다 초대해봐봐 길동아 안녕? 같이 놀자고 초대했어 아. 누군가 했네 안녕? 반가워 톡방에 초대해 줘서 고마워 고맙대 고마우면 그랜절 박는거 사진 찍어서 올려 .? 응 무슨말이야 그게? 야야 이거 너 사진 맞지? . 응 맞아 이거 어디서 난거야? 어디긴 니 지 사진 개웃겨 넌 이걸 이쁘다고 생각하고 올린걸꺼 아니야 . 내사진 내가 올리는게 뭐가 잘못된거야? 니가 니 얼굴을 좀 봐봐 너네집에는 거울없니? 아 진짜 개콘보다 더웃기네 이러니까 개콘이 망했지 나 그만 나갈게 기분이 나쁘다 아니 저게 어딜 나가 야야 다시 초대해 절대 못나가게해 알았어 완전 잼있어 진짜 멍청한 애들 놀리는게 젤 잼있는거 같아 초대 그만 해줘 나 나갈게 응 100번 1000번이고 초대해줄테니까 어디 한번 나가봐 알았어 안나갈테니까 근데 놀리지말아줘.,no
1,야 니 휴대폰 줘봐 아 왜요? 아 이리주세요 뭐하세요 기다려봐 이건 박살을 내 버려야 해 아니 뭐하시는거에요 너 이 자식 풍경사진 찍는다고 나까지 찍어 버리면 어떻하냐? 네? 죄송한데 그렇다고 제 휴대폰을 박살을 내실 필요는 없잖아요 아 됐고 정신적 피해 보상금까지 주셔야 합니다. 아니 그런게 어딨어요 사진 누구 마음 대로 함부로 찍으래. 빨리 피해보상금 내놔.,no
1,야 너 이거 좋아보인다 시계 나도 아빠 거 잠깐 갖고 온 거야 나도 한번 차보자 차보는 건 되잖아 아 한번만 차고 주는 거야 하 새끼 비싸게 구네 그냥 한번 본다고 응 빨리 돌려줘야 돼 야 나랑 이거 잘 어울리지 않냐 빨리 돌려줘 기스나 야 나 이거 낼 줄게 하루만 빌려줘 아 안되는데.,no
0,너 이리와봐 저 지금 바빠서요 내 손에 든게 안보여? 왜 그러세요 괜히 내 신경건드렸다간 너 다칠 줄 알아 제발 해치지말아주세요 겁먹지마 얌전히 굴어 제발 보내주세요 내 말만 잘 들으면 보내주지 원하는게 뭐예요?,no
4,가격 비교 상담 어떤 제품을 구매할까? 저는 그 제품이 필요하다고 생각해요. 그러니까 가격을 비교해보는 게 좋을 것 같아요. 두 가지 옵션만 있으니까 둘 다 살펴볼게요.,topic
4,사람 네 요즘 바쁘니까? 친구 네 요즘 그렇지 않아서요. 이번 주말에 뭐 할까? 친구 영화 한 편 보는 건 어때? 사람 그럼 내가 예매할게. 친구 네 같이 봐도 좋겠는데요. 사람 그러면 뭐 시청할까?,keyword
3,야 너희집 엄마아빠 거지라며? 아니야 우리 엄마아빠 멋진분이셔 우리 엄마가 그러던데? 아니거든? 증거있어? 너 몸에서 비린내 난다고 넌 안나? 아. 우리 엄마 일 도와줘서 그래 옆에 올때마다 냄새가 아휴 그건 미안 그치만 나한테 사과해! 난 사실을 말했을 뿐인걸? 우리 엄마아빠 한번만 더 욕하면 두고봐,no
0,니 가족들은 안녕하지? 못보게 만들어줄까? 아뇨 시간을 주시면 해결하겠습니다. 일처리를 얼른해야지 빠르게 해결하겠습니다. 그렇게 얘기하지말고 언제까지 해결할꺼야 3일만 주십시요 3일 안돼! 그럼 2일만 주십시요 알았어 그럼 2일 약속지켜 네 꼭 지킬께여 어기면 가족들 못볼줄 알아 네. 알겠습니다.,no
3,안녕 네? 무시해? 아뇨 이쁘네 네? 이쁘다구 아 네 오늘 시간되니? 아뇨,no
1,자기야 나 10만원만 빌려줄 수 있을까? 한 두번도 아니고 이제 그만할 수 없어? 이번에 진짜 급해서 그래. 큰 아버지가 병원에 계신대. 좀 빌려주라? 응? 병원은 가봐야지. 그니까 그걸 왜 나한테 빌리냐고. 너희 가족문젠데. 열받게 하지말고 좀 빌려줘 진짜 열받는 사람이 누군데? 발 그것도 못해줘? 연인사이에? 물건집어던지지마! 욕도 하지말고. 그니까 좋은 말로 할 때 빌려줬으면 서로 좋잖아. 진짜 마지막이야.,no
0,근데 있잖아. 너 나한테 왜 그래? 뭐가? 나만 무시하잖아 나만! 내가 만만하지? 무슨소리야? 알아듣게 말해 너 한참 사람을 잘 못 봤어. 나 맘만 먹으면 너 정도 죽이는건 일도 아니야. 너 갑자기 왜 이래?? 참는데도 한계가 있어. 나 경고했다. 죽고 싶지 않으면 잘해 난 너 무시한적이 없어. 끝까지 발뺌하네 재수없는 놈 밤길 조심해라 왜 그러는거야.,no
2,오 최대리 옷차림 이쁜데? 뭐 어디 남자 꼬시러가? 저기 부장님 그런말 조심하셨으면 좋겠어요 엥? 왜 뭔데 성희롱적 발언 같아서 허참 정 그럼 네가 그런 말 듣기 싫으면 옷을 이쁘게 입질 말던가 네. 진짜 어이가 없네,no
2,김사원 이리 와보게 네 팀장님 무슨 일이신가요? 도대체 옷이 그게 무슨 일이야? 제 옷이 왜. 아니 회사에 출근할 때에는 이런 옷 못 입는 거 모르나? 네? 오늘 캐주얼 데이라서 이렇게 입었는데요. 캐주얼 데이라고 하더라도 회사 출근인데 너무 심하게 편한 거 아닌가? 죄송합니다. 바꾸겠습니다. 정신차려 여기는 회사야! 네.,no
2,이번주 휴무날 못외운 부분 전부 20줄씩 써오도록 해 네? 20번요 ? 외울때까지 쓰라고 20번은 너무 많아요 쓰라면 써 쉬는날은 병원 가야 해요 그러니까 너가 외웠어야지 아니 전 다 외웠어요 그래도 써와 하. 알겠습니다,no
3,너 집 가난해서 밥도 잘 못먹는다며? 내가 너주려고 준비했어. 이. 게뭐야.? 메뚜기.? 어. 옛날엔 다 어른들이 이런 것도 드시고 했다는데? 근데. 왜 이걸 날 주는거야? 너 배고플까봐 내가 직접 준비했다니깐? 먹어봐. 싫어. 이런 걸 어떻게 먹어. 아이씨 야 그냥 먹으라면 먹어 내가 왜. 이런 걸 먹어야하는데. 정말 싫단말야. 그야 내가 널 괴롭힐 때가 제일 재밌거든 이유는 없어. 그니까 그냥 입닥치고 먹어. 이새끼야 으악. 하지마!,no
4,야식은 밥이나 볶음밥으로 해도 좋을 것 같아. 오늘 밤에 어디 가고 싶은지 고민 중이야. 가끔은 집에서 요리하는 것도 즐거운데. 어떤 선택을 하든 하루를 잘 보내면 돼. 당신처럼 생각하고 있다가 이렇게 말했어. 어떤 야식을 선택하든 맛있게 드실 것만 같다.,topic
0,술 가져와. 어제도 마셨잖아요. 그만 마셔요. 술 가져오라면 가져와야지 죽고싶어? 마취총 쏠까? 아니에요. 하지마세요. 마취총 쏴서 기절시킨 다음에 너 죽이는 거 일도 아니야. 왜이래요. 하지 마세요. 계속 반항하네? 진짜 죽고싶어? 이 집에서 너 하나 죽는다고 누가 알기나 할 것 같아? 술 가져다 주면 되잖아요. 내가 가져다 달라고 했을 때 가져왔어야지. 왜이렇게 말대꾸야? 같이 죽을까? 우리 애도 있는데 어떻게 그런 말을 쉽게 해요. 너랑 나랑 애새끼 다같이 죽으면 그만이지 뭐어때?,no
2,수진씨 내일에 무슨 약속 있어요? 아니요 없습니다만! 그래요? 잘됐다 그럼 내일 나 메이크업 좀 도와줘요. 네? 왜 갑자기 그러세요? 아니. 나 내일 결혼식 가는데 기 죽으면 안되잖아. 마침 수진씨가 메이크업 전공했고 네? 그러긴 한데 저도 내일 약속이 있어서. 알바비 줄게 그럼 되지 암튼 내일 어디서 볼까? 그래도 저도 약속이 있는데 이거 아닌 것 같습니다. 뭐라고? 지금 주임 말을 거절해? 회사생활 편하게하기 싫어서 그러는거야? 아니요. 갑자기 약속도 있는데 이러시는 것은 부당한거 같습니다.,no
2,민규씨 점심먹고 혹시 급한일 없죠? 네? 왜그러십니까? 그럼 우리딸 과외 좀 해줘 네? 그게 무슨말씀이십니까? 민규씨 하버드 나왔다면서 영어 잘하겠네. 내딸 영어 선생님 좀 해줘 부탁할게 정말 죄송합니다. 부장님 진짜 안될 것 같아요. 내딸한테도 잘보여야 내가 민규씨 예쁘게 보지 아. 그래도 업무시간에 이건 아닌 것 같습니다. 민규씨 그냥 하라면 좀 하지 회사 다녀야지 잘릴 순 없잖아.? 부장님 그래도 안될 것 같습니다.,no
0,무릎 꿇고 손 들어. 알겠습니다. 지금부터 제대로 대답하지 않으면 인질을 한 명씩 죽이겠다. 말 할수 없습니다. 뭐? 인질 죽는 꼴 보고 싶어? 인질 먼저 풀어주면 말해드리겠습니다. 무슨 수작이야. 안 돼. 그렇다면 말 할수 없습니다. 그렇게 나오면 인질을 죽일 수 밖에 없군. 죄송합니다. 말하겠습니다.,no
3,이걸 다해달라고? 니꺼하는김에 내숙제좀 나두바빠 맞을래? 내가왜맞아샘한테 말한다 맞아야 정신 차리겠다 미안 지금해 숙제는 니담당 이야 응 미안 또 토달면 학교다니기 싫은줄알고 그만두게해줄게,no
1,은지야 나 돈 좀 빌려줘 값을게 나 돈없어 거짓말하지만 돈없는 사람이 어디있냐 진짜 없다니까. 있잖아 빨리 빌려줘 엄마한테 전화해서 돈 좀 달라할게 기다려 오 기대할게 기대는 하지마 어찌 됬냐?빌려줄수 있어? 어 빌려줄께.,no
2,오과장은 나이 먹어가지고 그것도 하나 똑바로 못하나 죄송합니다 그러니까 만년 과장인 거야 한심하긴 네 당신이 그 모양이니 밑에 있는 직원들이 뭘 보고 배우겠어 면목 없습니다 당신 이런 식으로 하면 모가지인 줄 알라구 죄송합니다 옷차림은 그게 또 뭐야 칠칠치 못하긴 옷차림 말입니까 꼴도 보기 싫으니 썩 꺼져,no
4,상처가 너무 남아 있어. 어떤 날에도 언제나 생각해. 그런데 요즘 좀 더 쉽게 지나가고. 일단 마음을 열어두는 것이 중요하니까. 그래서 새로운 시작을 해보는 건 어떨까? 언제든지 다시 일어나는 힘을 찾도록.,keyword
0,너 또 내말 무시하냐? 이새끼 널 좆으로 보나본데? 아냐 진짜 시간이 없었어 미안해 너 오늘 죽자 살살해 미안해 오늘은 꼭 해올께 됐어 기회는 끝났어 이러지마 진짜 미안해 야 칼은 어디서났어?! 이새낀 말로하면 들을생각을 안하지?,no
3,여보 요즘 다른 여자 만나는거 아니지 .? 뭐라는거야 밥이나 차려 아니 . 요즘 당신 연락오는거보니까 여자 있는거같아서 . 하 진짜 의심 좀 그만해라! 전에 있던일은 실수라고 했잖아 지겹다 진짜 미안해 . 의심하기전에 니 거울이나봐라 니 꼬라지가 그러는데 아휴 뭐 ? 애 낳고 나서 뒤룩뒤룩 살이나 찌고 그게 뭐냐? 여자 맞냐? 애 키우다보니 신경 못 썼을 뿐이야 . 제발 신경 좀 써라! 아줌마네 아줌마 이러니 내가 너를 여자로 보이겠냐?,no
3,지은아 너 진짜 입툭튀다 어? 입? 그냥 볼 땐 몰랐는데 가까이서 보니까 완전 이상해 난 잘 모르겠는데? 모르겠다고? 너 거울 안 봐? 난 별로 신경안써 대박 야 너 달리기하면 주둥이 먼저 선에 닿아서 1등 할 정도야 너 자존감 되게 높나보다 나 같으면 성형한다 그 얼굴로 어떻게 살아? 불편한 것도 없는데 왜 그래. 헐 야 민지야 동수야 지은이 아가리 봐 어때? 대박 장애같지 그만해,no
1,어서오세요 이 시간에는 혼자 일하세요? 아 원래 사장님 같이 계시는데 사장님이 오늘은 일이 있어서요! 잘됐네요 네? 지금 뭐라고 조용히 하고 이 가방에 다 담아 네? 뭘요 말귀 못 알아먹네 금고 다 열어서 하나도 빠짐없이 담으라고 제가 비밀번호를 몰라서 열수가 없어요 진짜예요 닥쳐 내가 몰라서 그러는 줄 알아? 비상키 있잖아 그걸로 열어서 빨리 다 담아,no
1,왜 아직 입금이 안됐을까 이제. 그만하세요. 내가 말했잖아. 니 목숨은 내가 쥐고있다고 한번이면 된다고 했잖아요. 생각해보니깐 한번으로 안되겠더라. 니 비밀 그건 실수예요. 실수?그러면 내가 니 비밀 폭로해도 되겠네 저도 괴로워요. 그러니깐 입금하면 이번엔 턴다니깐? 네 비밀 지켜줄게. 제발 . 이번으로 끝내주세요. 그래 이렇게 나오면 너나 나나 얼마나 좋니 입금해. 기다려주세요.,no
2,보고를 그딴식으로 했냐? 죄송합니다. 나 멕이려고 그런거지 일부러? 아닙니다. 그냥 상황을 그대로 전달한거라 웃기지마 나한테 악감정있어서 그렇게 지른거잖아 그런거 아닙니다. 죄송합니다. 하. 내가 그래도 너 위에 계속 있을텐데 어떻게 감당하려고 그랬냐 오해십니다. 죄송합니다. 앞으로 좀 힘들거다 넌 각오 하고 회사 다녀라 아니면 그만두던지 오해입니다. 그런 거 아닙니다.,no
1,어이 너희 집 어딘지 이제 아는데. 선생님 제발 우리 집에는 오지 마세요. 그럼 내가 얘기한 거 지금 줘야지. 지금 없는데 어떻게 내가 너 은행에서 돈 찾는 거 봤는데. 선생님 제발요. 부인이랑 딸들한테 아는거 다 폭로한다. 제발 안돼요. 드릴게요. 빨리 내놔. 찾아가기 전에. 예. 알겠습니다.,no
0,네네 무슨 일 때문에 전화주셨나요? 우리 애가 지우개 하나 훔친거 가지고 애들 앞에서 면박줬니? 그런게 아니고 댁 내 따님분이 한 두번 훔친것도 아니고 여러번 훔친 게 확인 되어서 경찰부르는건 너무 심할거 같아서 꾸중 한 마디 한겁니다. 아니 그 구멍가게 물건이 얼마 한다고 그러냐고 내 애가 맨날 훔친거 확실해? 네 본 애들도 있고 확실합니다 됐고 내 애 울면서 하교 했어 이번 일 각오하는 게 좋을거야 너도 애 있다며? 제 애까지 끌어들이지 마세요 내 애도 울면서 들어왔는데 그냥 못 넘어가 니 애 죽여버릴거야 이러지 마세요 저도 곤란합니다. 단지 교육 차원에서 한 마디 했을 뿐이라고요 됐고 아 저기 네 애 보이네 죽여버릴테니까 니 아들 죽은거 보고 그때 반성해 남 애 함부로 울리면 어떻게 되는지,no
4,정말 멋진 결과물을 보여주셨네요! 여기부터 제가 만든 대화문입니다 . 요즘 바쁘게 살다가도 이렇게 좋은 결과를 얻었어! . 사실은 회사에서 새로운 프로젝트를 맡게 됐는데요 . 저는 그 프로젝트를 성공적으로 이끌고 있어서 정말 뿌듯하더라서! . 처음에는 걱정이 많았는데 이제는 자신감으로 나아가고 있어! . 동료들도 놀라며 칭찬했고 회장님께도 인정받았,topic
2,어 양선생. 네 교장 선생님. 양선생 계약기간이 5월까지 아닌가? 네 맞습니다. 아이고. 마음이 약해지는구만. 양선생이 열정을 보여주면 내가 한번 고려를 해볼 수 있는데 어때? 열정이요?. 그게 무슨. 알만한 사람이 왜 그래? 교장선생님. 왜 그러세요 아이고 싫으면 말아요. 정교사 하고싶은 사람은 많으니까 . 생각할 시간을 좀 주세요.,no
3,너 어제 왜 내꺼 레벨 안올려놨냐? 아. 어제 형이 컴퓨터 써야 한대서. 그럼 형이 다 쓰고나면 내꺼 레벨올려놨어야지장난하냐? 등수 밀렸잖아. 미안해. 오늘가서 올려놓을게. 야 오늘 거는 오늘 거고 어제 레벨이 안올랐다고. 아 열받게 하네. 최대한. 열심히 해볼게. 화내지마. 니가 이런 거 하나 똑바로 못하니까 지금 왕따나 당하고 있는거야 알아? . 미안해. 모자란 새끼 너 자꾸 이딴 식으로 하면 저번에 알지? 또 애들 앞에서 쪽팔림 당하기 싫으면 잘해라. 응. 알겠어. 잘할게.,no
2,김 대리. 다음 주 휴가 썼다며? 네. 자기 일거리는 못 찾으면서 휴가는 잘도 찾아쓰네. 팀장님한테 다음 주 못 간다고 말씀드려. 네? 아니 귓구멍이 막혔나? 너 휴가 못 간다고. 네? 무슨 말씀인지. 다음 주에 나 휴가 쓸거니까 너 못 간다고. 저도 그렇게 되면 사정이. 아니 이 새끼가.,no
1,내가 지금 너 아들 김길준 데리고 있어. 살리고 싶으면 계좌에 1억만 보내 예.? 선생님 진정하시고 우리 말로 해결합시다. 말로? 지금 상황이 장난같아? 제발 저희 아들만은 건드리지 말아 주십쇼. 그러면 돈 보내. 당장은 돈이 그만큼 없어서. 일단 있는돈 2000만원만 먼저 보내도 되겠습니까?? 일단 보내고 목요일까지 나머지 돈 보내 예 알겠습니다. 안그러면 너 아들은 죽는다 제발. 부탁드립니다.,no
4,안녕하세요? 오늘 하루 정말 힘들었네요. 일상 속 문제들이 쌓여서 이렇게 번아웃 상태가 됐어요. 혹시 괜찮겠는지 잠깐만 누군가와 이야기하고 싶어요. 당신도 이해할 것 같아요. 지금 바로 와서 이야기해 주실 수 있나요? 나도 겹치면 죄송하지만 지금 당연히 필요해요. 오늘 밤까지 괜찮다면 저녁에 같이 커피도 드릴게요.,topic
3,이자는? 이자까지 줬잖아. 그건 저번 기간 이자고. 이번 기간 이자까지 줘야지 이 년아. 얼만데. 너 하는 꼬라지 같아서 100은 더 받아야겠는데. 장난하지 말고. 이자는 됐으니까 좀 맞자. 저번에 잊었어?원금 다 갚은 대신 내 집에 들어오지 말고내 몸 털끝 하나도 건들지 말라고 난 동의한 적 없어 멍청한 년아. 죽을때까지 너 따라다니면서 돈 뜯을 거야. 너 사는 재미 없게 콱 죽어버려야겠다.,no
0,때리지 말아줘 아퍼? 아프면 참아봐. 나 이미 충분히 병원다니고 있어. 병원으로 되겠어? 넌 죽어야돼. 왜 그래. 우리 가족이잖아. 가족? 가족같은 소리 하고 있네 너는 그냥 내 종이야 알어? 종이 배신하면 죽어야지 그거말고 또 있나? 내가 다 잘못했어. 근데 나 창고말고는 간적 없어 믿어줘. 내가 그걸 어떻게 믿어. 넌 이미 그 계단을 오르려고 했어 알어? 그것만으로도 들어간거나 마찬가지야 알어? 넌 죽어 죽어야 한다고. 아니야 제발 믿어줘 나 갔어. 니꺼 탐한적 없어. 아직 입만 잘살았네 넌 좀 더 맞아야겠다,no
2,야 저새끼 뭐냐? 이야. 일병이 슬리퍼를 신고 담밸 피러 쳐왔네? 죄송합니다! 시간이 없어서 급하게 오느라 신발을 못신었습니다! 군대 많이 좋아졌네? 우리가 잘해주니까 좋은가봐? 아닙니다! 아니야? 뭐빠지게 챙겨줘도 우리가 만만한가보네? 넌 한테 쳐 걸렸으면 진짜 뒤진거야 가서 한테 말해볼까? 거 군대 뒤지게 좋아졌네. 아닙니다! 죄송합니다! 아냐아냐 죄송할 필요 없어 죄송하다고 다 될거면 규칙이 왜있겠냐? 아니다 뭐 일병이 슬리퍼좀 신고 올 수도 있지. 거 참 죄송하게 됐습니다 . 이젠 무시하네? 별 거지같은게 기분 뭣같이 만드네. 아닙니다. 진짜 죄송합니다! 아니 죄송할 필요 없다니까? 그 대가리가 안돌아가냐? 야 그냥 뒤지기 싫으면 우리 배식조나 함 해라. 24일 주말인데 불만 없지? . 네 알겠습니다.,no
1,노트북이 어딨지? 어 저기요 네? 혹시 이거 저기 테이블에 있던거 아닌가요? 네 맞는데요? 그거 제껀데요? 버리고가신줄알았는데요? 상식적으로 노트북을 버리고 가는 사람이어딨어요 상식적이지 않은 사람들도 많으니까 그렇죠 돌려주세요 싫은데요? 제가 주웠는데요? 말이 안통하시네요 그쪽이야 말로요,no
2,이 업무 처리 이 부분 왜 이렇게 했어요? 아 . 네 말해보세요 어제 컨디션이 안좋아서 실수 한 것 같습니다. 본인한테 맡겨진 일 하나도 제대로 못 하는 사람인가요? 아뇨. 죄송합니다. 이렇게 책임감 없는 사람이랑 일 못하겠네요. 다른 데에서도 이렇게 책임감 없이 행동하시나요? 아닙니다 수정해오겠습니다 모자르다는 소문은 자주 들었는데 정말 그렇네요 죄송합니다.,no
4,"차장님, 오늘 회의에서 중요한 내용이 많이 다루고 있으려나? 네, 그럼에도 불구하고 이 문제는 결국 내부 논란으로 이어질 거라 생각한다. 정말? 왜 그렇게 생각하셨어요? 한 사람만을 지키면 안 된다고 해서 나머지는 무조건적으로 기피해야 하는 건 맞지만, 만약 그 사람도 다른 사람들과 함께 공감대를 형성하면 어떻게 될까? 그게 가능한가요? 그 사람의 행동이 그 이상의 큰 영향을 미치지 않으면서도... 하지만 그 사람이 주변 사람들에게 긍정적인 인상을 줄 수도 있고, 그리고 그들은 그를 지켜보면서 더 많은 것을 배울 수 있을 거야. 그런데 차장님의 의견은? ? 그럼 차장님이 어떤 방향으로 원하시나요? 차장, 우리가 지금 상황을 잘 파악하고 필요하다면 적극적으로 개입하려 할 것 같아요.",keyword with persona
0,내가 요번주 내로 돈 보내라고 했는데 아직 안 보냈네? 죄송합니다. 다음주까지는 꼭 드리겠습니다. 다음주까지도 돈을 못 구하면 어쩔거야? 꼭 드리겠습니다. 못주면 그때는 신체포기각서 쓰고 장기라도 팔거니까 알아둬. 제발. 안됩니다. 조금만 더 기다려주세요. 기다려주는데도 한계가 있어. 알겠습니다. 다음주까지 꼭 구해보겠습니다. 여유부리지 마 네 가족까지 위험해질 수도 있으니까 네,no
2,정비서 왜 이리 살쪘어 자꾸 우리눈 거슬리게 할거야? 네? 뭐라고요 다시 말해줄까 살빼라고! 자꾸 짜증나게 하지말고 아니 지금 너무하신거 아니에요? 사장님 죄송합니다. 제가 대신 사과 드릴게요 정비서 니도 사과해 아니 비서 인성관리를 어떡해 한거야 미친놈아 아니 이게 왜 내 잘못인데. 뭐야 이 미친놈이. 야 미쳤어 정비서 너 나중에 보자 야 됐고 나 쟤 필요없어 다 필요 없으니까 꺼지라고 해,no
2,당신 이게 지금 제대로 한 거야 일? 네 부장님. 왜 그러십니까? 그걸 지금 말이라고 해? 보고서가 맞춤법이 다 틀렸잖아! 아 죄송합니다 얼른 수정해서 다시 올려드리겠습니다. 아니 당신 공고 나와서 빽으로 들어왔다더니 문법도 모르는 상황에서 들어온거야? 아니 그게 무슨 말씀이신지. 누구 빽으로 들어왔는지 모르겠지만 금방 짤리고 싶지 않으면 일 똑바로 해! 아 네 부장님. 죄송합니다. 지금 당장 해고되고 싶지 않으면 오늘 안으로 당장 다시 작성해서 와. 네.,no
0,야. 야 듣고 있어? 듣고 있냐고. . 듣고 있어 듣고 있다고. 미친놈이 그러게 내 말 잘 들었어야지. 지금부턴 잘 듣자? 응? 도대체 나 나한테 왜 그래. 너가 먼저 내 눈 앞에서 도망치니까 그렇지. 한 번만 더 도망쳐 봐. . 어떻게 되는데? 어떻게 되긴 팔 다리 하나씩 분질러서 더 이상 못 도망치게 만들어야지. 이 이. 미친 새끼. 어 나 미친새끼야. 그러니까 이렇게 수갑도 채워뒀지. 지금 당장 이거 풀어달라고!!,no
0,아내가 예쁘던데 누구세요? 누군진 알거없고 내 말대로 해 알았어? 그건 힘들어요 아내에게 험한 일이 생겨도 된단말이냐 왜이러세요 제발 아내만은. 내말 듣지 않으면 아내 목숨은 없어! 어떻게 해볼테니 일주일 시간을 주세요 이틀 안에 해결해! 거부하면 니 아내 목숨은 없어질 줄 알아 제발! 그것만은 . 해보겠습니다,no
1,어이 거기 너! 이리 와봐 네? 저요? 그래 너 임마. 꼬맹아 왜 그러시는지. 너 여기 우리구역인데 누가 지나가래. 네.? 여기가요? 그래 꼬맹아. 오늘부터 통행료 내야된다고. 몰랐어요. 다른길로 갈게요. 모르면 끝이냐? 만원만 내고 가라. 여기. 요 만원 드릴게요.,no
2,팀장님 저 다음주 금요일날 연가를 쓰려합니다. 다음주 금요일? 뭐 때문에 쉬는데? 아 그게 개인사정이라. 뭐가 개인사정이야? 사유 정확히 안 말하면 결제 안 해줘. 아 죄송합니다. 친구 결혼식때문입니다. 친구 결혼식? 친구 결혼식 가는데 휴가를 꼭 써야해? 결혼식 장소가 꽤 멀어서요. 참나 친구 결혼식때문에 휴가 쓴다는 놈은 처음본다. 이거 골때리는 자식이네. 안돼. 가지마 팀장님 고향 친구라 꼭 가봐야합니다. 이 자식이. 야 결혼식 가. 대신 무단결근 처리할거야. 가봐.,no
0,왜 나랑 헤어지자는 거야? 네가 한 행동들이 나를 숨막히게 해. 너무 힘들어 그렇다고 대화도 없이 이렇게 끝낸다고? 싫어. 난 그렇게 못해. 너 너무 이기적이다. 내가? 뭐가? 나는 충분히 대화를 시도했지만 네가 피했잖아. 야. 내가 우수워? 어이가 없네. 내가 너네집 어딘지 아는데 이대로 끝날 거 같아? 너 지금 무슨말이야? 어딜 너 마음대로 관계를 끝내려해? 죽고싶지 않으면 가만히 있어라. 미쳤어? 나 장난아니야. 죽고싶지 않으면 가만히 있어라. 짜증나게 하지 말고.,no
3,너 내욕하고 다닌다며? 무슨말이야? 난 안그랬어? 어디서 거짓말이야? 왕따주제에 아니야 왕따새끼가 꼴에 성질은 있어가지고 아니야 안그랬어 나가 죽어 니같은게 왜 태어나서 여러사람 눈버리게하냐 미안해 뭘 미안해? 그냥 내눈에 띠지마 재수없어,no
0,당장 이 약을 먹어버려 아니면 너희 가족이 위험할꺼야 내가 이거만 먹으면 가족이 살수 있나.? 닥치고 빨리 쳐 먹어 5초 준다. 543.2 잠깐만.! 제발 가족 얼굴 한번만 보게 해줘 그럼 마실께 안되겠구만 다 죽여버려야지 아앗 마실께 기다려 뜸 들이지 말고 확 마셔버리라고 ! 은지야 여보 내가 미안해. 드라마 찍지 말고 얼른 마셔 임마 알겠어. 그래 잘한 선택이야 가족은 살려주지,no
0,마지막 기회라고 했지. 죄송합니다. 다시는 말 새어나가지 않게 할게요. 더이상 기회는 없어. 저는 누가 말했는지도 모릅니다. 말 앞뒤가 다르잖아. 정말이에요. 저 말고 다른 짭새가 있었나 봐요. 결국 네 책임이야. 야 혀 뽑아. 제가 그 자식 처리하겠습니다. 시끄러워. 뭐 해 얼른 처리해. 예 형님.,no
4,포인트 적립에 대해 궁금한가요? 저는 포인트 적립 시스템에 대해 잘 알고 있습니다. 혹시 필요한 문서나 증빙 자료가 필요하신가요?,topic
